# Omega_m      Omega_b         h            n_s       sigma_8       M_nu           fR0
1.464629e-01 4.338266e-02 6.922737e-01 8.824875e-01 6.553878e-01 9.924313e-01 -4.299455e-05
1.198450e-01 5.466535e-02 7.331918e-01 9.397447e-01 9.807441e-01 8.652146e-01 -2.791274e-04
3.518379e-01 3.479180e-02 6.729352e-01 1.157138e+00 6.345838e-01 1.991090e-02 -1.276543e-04
4.338373e-01 6.818327e-02 8.006118e-01 8.543921e-01 7.053837e-01 5.009704e-01 -2.229176e-04
2.878520e-01 4.862191e-02 5.936991e-01 1.048742e+00 8.609200e-01 6.335867e-01 -7.137343e-05
2.467820e-01 6.171942e-02 6.359084e-01 1.051132e+00 8.238654e-01 8.770316e-01 -1.683435e-04
4.756747e-01 4.131855e-02 7.709514e-01 8.457472e-01 7.668531e-01 2.556695e-01 -1.579231e-05
3.076434e-01 5.539419e-02 5.056709e-01 1.142341e+00 6.993717e-01 2.725387e-01 -2.621267e-04
1.648072e-01 3.530552e-02 8.878095e-01 9.607874e-01 9.407601e-01 6.145942e-01 -1.095000e-04
1.694697e-01 6.119294e-02 7.821399e-01 8.799398e-01 7.973437e-01 6.569063e-01 -2.263646e-04
3.030007e-01 4.075429e-02 6.234518e-01 1.023188e+00 8.433832e-01 4.777266e-01 -7.963626e-05
4.834069e-01 5.721086e-02 8.528066e-01 9.133364e-01 9.227775e-01 2.776259e-02 -1.700837e-04
2.390575e-01 3.708439e-02 5.411637e-01 1.183540e+00 6.673642e-01 8.574385e-01 -2.342623e-05
2.956438e-01 5.272959e-02 6.864552e-01 1.117187e+00 6.041491e-01 6.067726e-01 -1.883674e-04
4.260257e-01 3.281829e-02 7.199662e-01 9.859477e-01 9.611871e-01 2.802845e-01 -4.030000e-05
3.564623e-01 6.890437e-02 5.532153e-01 1.077147e+00 8.788627e-01 2.323802e-01 -2.820750e-04
1.152130e-01 4.930526e-02 8.400229e-01 8.197386e-01 7.374508e-01 9.002453e-01 -1.340832e-04
1.385961e-01 5.811532e-02 5.869955e-01 9.515926e-01 8.111837e-01 7.722587e-01 -2.167005e-04
3.830924e-01 3.757902e-02 8.191333e-01 1.145280e+00 7.541472e-01 1.131841e-01 -6.820745e-05
4.025825e-01 6.413384e-02 6.546341e-01 8.416301e-01 6.874467e-01 4.075315e-01 -2.729174e-04
2.690999e-01 4.390973e-02 7.396779e-01 1.061492e+00 9.288600e-01 7.273431e-01 -1.244997e-04
2.155289e-01 6.580722e-02 8.818864e-01 1.038783e+00 9.933798e-01 9.692624e-01 -2.548717e-04
4.569242e-01 4.599357e-02 5.249745e-01 8.580814e-01 6.473418e-01 1.636049e-01 -1.073879e-04
3.263958e-01 5.198138e-02 7.518699e-01 1.155384e+00 7.173600e-01 3.652525e-01 -1.610816e-04
1.960631e-01 3.247992e-02 6.416125e-01 9.477315e-01 8.727748e-01 5.220463e-01 -1.366896e-05
1.804375e-01 5.124948e-02 8.086268e-01 1.091300e+00 6.577364e-01 1.742154e-01 -8.626371e-05
3.482707e-01 3.071195e-02 5.970152e-01 8.118211e-01 9.023234e-01 9.604192e-01 -2.381941e-04
4.662990e-01 6.726312e-02 7.263639e-01 1.102825e+00 8.315220e-01 5.423199e-01 -2.998293e-05
2.124033e-01 4.703778e-02 6.676567e-01 9.940467e-01 7.775619e-01 3.428792e-01 -1.819841e-04
2.534747e-01 6.267917e-02 5.097683e-01 9.058120e-01 7.376497e-01 1.004029e-01 -4.692989e-05
4.244569e-01 4.286429e-02 8.966058e-01 1.197305e+00 8.962382e-01 7.866563e-01 -2.001945e-04
3.924668e-01 5.884845e-02 6.298487e-01 8.876488e-01 9.637181e-01 7.087566e-01 -1.406375e-04
1.354709e-01 3.934577e-02 7.633422e-01 1.009217e+00 6.207564e-01 4.238670e-01 -2.939778e-04
1.120886e-01 6.807466e-02 6.105101e-01 1.162910e+00 9.462348e-01 2.890817e-01 -5.667321e-05
3.658375e-01 4.763478e-02 7.955714e-01 9.339685e-01 6.876477e-01 5.963592e-01 -2.091918e-04
4.479009e-01 5.408769e-02 5.310784e-01 1.031076e+00 7.707523e-01 9.225749e-01 -1.128900e-04
2.800193e-01 3.396001e-02 8.631864e-01 8.720534e-01 8.137154e-01 2.123013e-01 -2.654841e-04
2.359326e-01 5.585398e-02 7.085748e-01 8.274756e-01 8.523200e-01 4.633732e-01 -9.585154e-05
4.927825e-01 3.594146e-02 6.983365e-01 1.069408e+00 7.077344e-01 6.694922e-01 -2.473653e-04
3.248763e-01 6.202388e-02 8.252380e-01 9.659532e-01 6.275577e-01 8.411485e-01 -2.061385e-06
1.538449e-01 4.242355e-02 5.682947e-01 1.137180e+00 9.815193e-01 4.615244e-02 -1.536462e-04
1.518640e-01 6.907601e-02 8.469883e-01 9.369633e-01 8.386694e-01 4.410030e-01 -1.929865e-04
3.198192e-01 4.896940e-02 5.586000e-01 1.166152e+00 7.956098e-01 6.936298e-01 -4.504565e-05
4.877314e-01 5.305840e-02 7.176303e-01 8.688007e-01 6.630893e-01 8.013797e-01 -2.867056e-04
2.339577e-01 3.263899e-02 6.763374e-01 1.028064e+00 9.217751e-01 8.382137e-02 -1.388356e-04
2.757006e-01 5.699985e-02 5.466282e-01 1.072648e+00 9.567663e-01 3.286389e-01 -2.311246e-04
4.467561e-01 3.745963e-02 8.597907e-01 8.304744e-01 6.029035e-01 5.584182e-01 -8.426161e-05
3.646867e-01 6.082538e-02 6.133642e-01 1.134173e+00 7.321017e-01 9.447337e-01 -1.748321e-04
1.077640e-01 4.097235e-02 7.798707e-01 9.626996e-01 8.765908e-01 1.878918e-01 -2.804485e-05
1.343208e-01 5.222933e-02 6.455934e-01 8.086286e-01 7.528993e-01 6.099246e-02 -2.594896e-04
3.881430e-01 3.206410e-02 7.605320e-01 1.088257e+00 8.067637e-01 8.244503e-01 -1.121370e-04
4.201390e-01 6.621111e-02 5.132087e-01 9.971064e-01 9.265873e-01 6.867524e-01 -1.657066e-04
2.523306e-01 4.573307e-02 8.811007e-01 1.106028e+00 6.820999e-01 4.481222e-01 -1.842934e-05
2.073529e-01 6.384654e-02 7.483099e-01 1.194257e+00 6.456056e-01 1.964916e-01 -2.214524e-04
4.643249e-01 4.436493e-02 6.585484e-01 9.026202e-01 9.886668e-01 9.363756e-01 -7.283852e-05
3.462905e-01 5.767268e-02 8.182679e-01 1.012423e+00 8.717716e-01 5.820022e-01 -2.776623e-04
1.753812e-01 3.787826e-02 5.752111e-01 8.907049e-01 7.130874e-01 3.052966e-01 -1.291195e-04
1.972560e-01 5.910860e-02 7.734753e-01 1.148339e+00 9.031301e-01 8.849945e-01 -5.167254e-05
3.306649e-01 3.894215e-02 6.321634e-01 9.547945e-01 6.618163e-01 2.496401e-01 -2.048166e-04
4.611993e-01 6.309526e-02 8.911875e-01 1.058298e+00 7.794907e-01 2.635862e-01 -1.453917e-04
2.167277e-01 4.261601e-02 5.028305e-01 8.385855e-01 8.364315e-01 6.216130e-01 -2.986066e-04
2.742051e-01 6.696360e-02 6.699413e-01 8.612883e-01 8.983144e-01 8.736533e-01 -9.089091e-05
4.045138e-01 4.748077e-02 7.364302e-01 1.041841e+00 7.428039e-01 1.340597e-02 -2.429522e-04
3.850178e-01 5.079462e-02 5.899977e-01 9.446847e-01 6.221970e-01 4.915273e-01 -3.459855e-05
1.436952e-01 3.099899e-02 8.031899e-01 1.152194e+00 9.683346e-01 6.410963e-01 -1.867355e-04
1.171392e-01 6.220284e-02 5.691080e-01 1.019937e+00 6.927996e-01 5.054646e-01 -1.006022e-04
3.615623e-01 4.209501e-02 8.369702e-01 8.769295e-01 9.483118e-01 3.799763e-01 -2.519816e-04
4.311316e-01 5.619011e-02 6.896530e-01 1.186537e+00 8.183311e-01 1.484782e-01 -6.819057e-06
2.975758e-01 3.576948e-02 7.046092e-01 9.165802e-01 7.721951e-01 9.863980e-01 -1.582738e-04
2.433333e-01 5.386936e-02 8.749984e-01 9.829399e-01 7.118120e-01 7.410197e-01 -6.130156e-05
4.846066e-01 3.432791e-02 5.319103e-01 1.113932e+00 8.531275e-01 3.918457e-01 -2.139465e-04
3.041944e-01 6.769977e-02 7.916359e-01 8.229767e-01 9.864280e-01 1.292822e-01 -1.175114e-04
1.737396e-01 4.784552e-02 6.018934e-01 1.080144e+00 6.294888e-01 7.580187e-01 -2.702274e-04
1.660070e-01 5.318364e-02 5.212238e-01 1.160187e+00 8.851904e-01 9.786754e-01 -1.438598e-04
3.119194e-01 3.360429e-02 8.844168e-01 9.429364e-01 7.297529e-01 1.561256e-01 -2.907554e-04
4.799444e-01 6.967091e-02 6.387655e-01 1.045536e+00 6.099277e-01 3.567838e-01 -5.015230e-05
2.479756e-01 4.977876e-02 7.552537e-01 8.513363e-01 9.559914e-01 5.285815e-01 -1.969722e-04
2.929518e-01 6.042648e-02 8.223652e-01 8.489398e-01 9.163000e-01 7.811809e-01 -3.203340e-05
4.357632e-01 4.028071e-02 5.840075e-01 1.054175e+00 6.748152e-01 1.061954e-01 -1.799336e-04
3.537702e-01 5.675689e-02 7.422503e-01 9.577274e-01 7.917087e-01 3.995382e-01 -8.831424e-05
1.249511e-01 3.629832e-02 6.509392e-01 1.139138e+00 8.488198e-01 7.334026e-01 -2.361437e-04
1.483944e-01 6.503095e-02 7.229117e-01 1.082284e+00 7.248109e-01 5.983001e-01 -3.525985e-06
3.803140e-01 4.551018e-02 6.831684e-01 8.145941e-01 8.662974e-01 2.868236e-01 -1.521817e-04
4.123803e-01 5.151762e-02 8.436753e-01 1.123493e+00 9.988163e-01 2.417970e-01 -9.731605e-05
2.663218e-01 3.168404e-02 5.505880e-01 9.796343e-01 6.417068e-01 8.927623e-01 -2.459007e-04
2.245805e-01 5.857917e-02 6.209764e-01 9.210932e-01 6.797487e-01 6.489093e-01 -1.155265e-04
4.533511e-01 3.837482e-02 7.859334e-01 1.175791e+00 9.351878e-01 4.837899e-01 -2.628477e-04
3.354480e-01 6.491019e-02 5.378349e-01 8.857404e-01 8.059880e-01 3.668853e-02 -5.930961e-05
1.924897e-01 4.439303e-02 8.556964e-01 1.017395e+00 7.599258e-01 8.504460e-01 -2.065553e-04
1.831153e-01 6.316266e-02 6.945431e-01 9.746286e-01 9.691091e-01 4.713585e-01 -2.841255e-04
3.385732e-01 4.364068e-02 7.110503e-01 1.128500e+00 6.151732e-01 6.634403e-01 -1.320327e-04
4.689763e-01 5.964444e-02 5.654051e-01 8.318572e-01 7.451523e-01 8.322189e-01 -1.904179e-04
2.027061e-01 3.980966e-02 8.285668e-01 1.065022e+00 8.897152e-01 5.314832e-02 -3.824946e-05
2.569470e-01 5.045355e-02 7.988583e-01 1.034507e+00 8.262807e-01 2.975583e-01 -1.733061e-04
4.155058e-01 3.024799e-02 6.075647e-01 8.686271e-01 7.833922e-01 5.898162e-01 -2.020389e-05
3.959396e-01 6.677969e-02 8.658137e-01 1.171422e+00 6.500900e-01 9.131694e-01 -2.295870e-04
1.265196e-01 4.626132e-02 5.274261e-01 9.254610e-01 9.086056e-01 2.197734e-01 -7.641386e-05
1.030755e-01 5.506779e-02 8.995940e-01 8.967682e-01 6.333880e-01 9.146955e-02 -1.637180e-04
3.693950e-01 3.548722e-02 5.065365e-01 1.000102e+00 9.762781e-01 7.936560e-01 -1.103249e-05
4.388880e-01 6.155019e-02 7.670372e-01 9.098563e-01 8.586020e-01 7.167457e-01 -2.575082e-04
2.835763e-01 4.165681e-02 6.272764e-01 1.193265e+00 7.000882e-01 4.178114e-01 -1.047515e-04
2.261004e-01 6.854842e-02 5.944849e-01 1.106593e+00 7.651690e-01 1.648061e-01 -2.743819e-04
4.955689e-01 4.840144e-02 8.123776e-01 9.902740e-01 8.191065e-01 9.678950e-01 -1.230352e-04
3.150438e-01 5.487396e-02 6.642731e-01 1.099368e+00 9.397117e-01 5.508003e-01 -2.181651e-04
1.566318e-01 3.441416e-02 7.292109e-01 8.037484e-01 6.951504e-01 3.363325e-01 -6.674293e-05
1.584410e-01 6.425377e-02 5.887033e-01 1.065665e+00 9.187909e-01 8.548291e-01 -2.542237e-04
3.140180e-01 4.379408e-02 8.052166e-01 8.374525e-01 6.649024e-01 3.224509e-02 -1.056830e-04
4.944486e-01 5.792824e-02 6.712844e-01 1.127576e+00 7.950784e-01 4.804336e-01 -1.605160e-04
2.280044e-01 3.778135e-02 7.344523e-01 9.692897e-01 8.395907e-01 6.522052e-01 -1.189998e-05
2.814779e-01 5.217030e-02 8.921889e-01 9.309618e-01 8.764508e-01 9.048195e-01 -2.172701e-04
4.402046e-01 3.227697e-02 5.009014e-01 1.172159e+00 7.334144e-01 2.298002e-01 -6.999074e-05
3.706167e-01 6.568790e-02 7.724251e-01 8.631871e-01 6.003092e-01 2.756732e-01 -2.735511e-04
1.010716e-01 4.610739e-02 6.340436e-01 1.033684e+00 9.589693e-01 6.095109e-01 -1.262006e-04
1.275422e-01 5.740953e-02 7.937115e-01 1.187768e+00 6.834118e-01 7.221954e-01 -1.888959e-04
3.941333e-01 3.689122e-02 6.006479e-01 9.091161e-01 9.264466e-01 4.106851e-01 -4.210618e-05
4.135989e-01 6.108339e-02 8.728739e-01 1.005539e+00 8.089674e-01 1.181886e-01 -2.826858e-04
2.580705e-01 4.087788e-02 5.331069e-01 8.975940e-01 7.503057e-01 7.691272e-01 -1.358253e-04
2.013866e-01 6.901453e-02 6.878703e-01 8.031093e-01 7.148998e-01 5.252897e-01 -2.257670e-04
4.710779e-01 4.917984e-02 7.057570e-01 1.093769e+00 8.687866e-01 3.601361e-01 -7.789932e-05
3.405739e-01 5.253275e-02 5.709394e-01 9.911938e-01 9.895888e-01 1.605650e-01 -1.695502e-04
1.818964e-01 3.301086e-02 8.358712e-01 1.111935e+00 6.450749e-01 9.742963e-01 -2.160690e-05
1.912716e-01 5.428026e-02 6.153413e-01 8.550880e-01 8.355102e-01 3.474822e-01 -9.407285e-05
3.374495e-01 3.376316e-02 7.785283e-01 1.048046e+00 7.800221e-01 5.395903e-01 -2.467910e-04
4.554535e-01 6.794924e-02 5.446021e-01 9.388793e-01 6.600032e-01 9.558385e-01 -3.650934e-07
2.232618e-01 4.774494e-02 8.610842e-01 1.158006e+00 9.061143e-01 1.768022e-01 -1.530079e-04
2.674461e-01 6.214747e-02 7.157507e-01 1.141547e+00 9.661315e-01 4.211665e-01 -5.838266e-05
4.104741e-01 4.231399e-02 6.773868e-01 9.615806e-01 6.247914e-01 7.134511e-01 -2.098353e-04
3.785084e-01 5.566080e-02 8.489166e-01 1.051900e+00 7.414912e-01 7.892741e-01 -1.146636e-04
1.494177e-01 3.614013e-02 5.575994e-01 8.449769e-01 8.984544e-01 9.591186e-02 -2.660451e-04
1.229464e-01 6.737694e-02 8.170720e-01 9.772218e-01 7.747887e-01 2.153347e-01 -4.866223e-05
3.549912e-01 4.691847e-02 5.773347e-01 1.119643e+00 8.161273e-01 9.175477e-01 -2.007968e-04
4.370790e-01 5.104652e-02 7.495547e-01 8.168722e-01 9.484525e-01 5.931074e-01 -1.424522e-04
2.908527e-01 3.090086e-02 6.564735e-01 1.086243e+00 6.914877e-01 2.942068e-01 -2.945160e-04
2.498788e-01 5.905078e-02 5.143069e-01 1.013640e+00 6.300195e-01 4.115622e-02 -8.445298e-05
4.788234e-01 3.915869e-02 8.792700e-01 8.832335e-01 9.855060e-01 8.442714e-01 -2.376703e-04
3.108928e-01 6.256351e-02 6.444463e-01 1.179852e+00 8.561125e-01 6.746464e-01 -2.823629e-05
1.678155e-01 4.298422e-02 7.623139e-01 9.232706e-01 7.099997e-01 4.602129e-01 -1.813779e-04
1.725161e-01 5.832967e-02 8.675963e-01 8.424474e-01 9.534955e-01 3.173529e-01 -7.746071e-06
3.061967e-01 3.847535e-02 5.262782e-01 1.060674e+00 6.120338e-01 5.700064e-01 -1.549940e-04
4.867036e-01 6.449925e-02 7.970269e-01 9.508471e-01 7.295145e-01 9.252261e-01 -1.014651e-04
2.420154e-01 4.495774e-02 6.086637e-01 1.146024e+00 8.865999e-01 2.077015e-01 -2.487841e-04
2.986978e-01 6.556030e-02 5.633294e-01 1.154664e+00 8.481915e-01 4.525043e-01 -1.207547e-04
4.292293e-01 4.513957e-02 8.298123e-01 9.484522e-01 7.927284e-01 6.823099e-01 -2.693371e-04
3.597544e-01 5.157302e-02 6.966674e-01 1.039627e+00 6.719278e-01 8.210950e-01 -6.446237e-05
1.181664e-01 3.146510e-02 7.098536e-01 8.572401e-01 9.180147e-01 6.428740e-02 -2.131202e-04
1.416959e-01 6.017453e-02 6.632716e-01 9.141064e-01 6.427257e-01 1.846009e-01 -1.492529e-04
3.862380e-01 4.037881e-02 7.311400e-01 1.182773e+00 9.981873e-01 9.480850e-01 -2.970799e-04
4.058349e-01 5.634351e-02 5.955350e-01 8.791469e-01 8.680129e-01 5.628568e-01 -5.546971e-05
2.721051e-01 3.686059e-02 8.104973e-01 1.023982e+00 7.219244e-01 3.242608e-01 -2.033724e-04
2.186332e-01 5.371543e-02 7.683316e-01 1.076279e+00 7.620311e-01 7.261503e-02 -3.608854e-05
4.600744e-01 3.323612e-02 6.252496e-01 8.206043e-01 8.034912e-01 8.125256e-01 -1.829108e-04
3.296406e-01 6.972876e-02 8.982508e-01 1.117882e+00 9.365981e-01 7.056222e-01 -9.229859e-05
1.990606e-01 4.956226e-02 5.085143e-01 9.852513e-01 6.795110e-01 4.289503e-01 -2.391917e-04
1.771851e-01 6.829282e-02 7.411520e-01 1.028792e+00 8.883056e-01 7.613748e-01 -1.666015e-04
3.452654e-01 4.849831e-02 6.527698e-01 8.743348e-01 7.453907e-01 1.259866e-01 -1.518147e-05
4.631992e-01 5.446668e-02 8.235123e-01 1.165314e+00 6.130671e-01 3.874628e-01 -2.603205e-04
2.092577e-01 3.498498e-02 5.822255e-01 9.315635e-01 9.716050e-01 7.454629e-01 -1.089716e-04
2.502299e-01 5.559104e-02 6.399613e-01 9.683349e-01 9.068908e-01 9.975487e-01 -2.809467e-04
4.214593e-01 3.511294e-02 7.531300e-01 1.134800e+00 6.529774e-01 1.372672e-01 -1.281879e-04
3.893624e-01 6.160926e-02 5.199790e-01 8.251686e-01 7.823725e-01 3.679188e-01 -2.246545e-04
1.323207e-01 4.144397e-02 8.864916e-01 1.071716e+00 8.269090e-01 5.174616e-01 -7.197111e-05
1.087920e-01 5.019551e-02 5.397143e-01 1.100396e+00 7.029748e-01 6.291033e-01 -2.905257e-04
3.628796e-01 3.034242e-02 8.546469e-01 9.964761e-01 8.568866e-01 5.035808e-01 -1.373502e-04
4.448545e-01 6.636998e-02 6.190481e-01 1.093559e+00 9.769071e-01 2.461298e-02 -1.967424e-04
2.768234e-01 4.682970e-02 7.869339e-01 8.095641e-01 6.323691e-01 8.625067e-01 -4.364258e-05
2.326406e-01 6.368834e-02 8.416981e-01 8.899802e-01 6.953881e-01 6.171733e-01 -1.763542e-04
4.898292e-01 4.326884e-02 5.519303e-01 1.006885e+00 9.383014e-01 2.679655e-01 -2.418822e-05
3.218222e-01 5.970595e-02 7.249377e-01 9.034547e-01 8.216032e-01 2.529322e-01 -2.325642e-04
1.506413e-01 3.959926e-02 6.818748e-01 1.199660e+00 7.630636e-01 8.816420e-01 -8.046899e-05
1.549654e-01 5.140378e-02 7.027445e-01 9.994862e-01 6.075188e-01 5.332524e-01 -1.161287e-04
3.229725e-01 3.180336e-02 6.911267e-01 1.103647e+00 9.519581e-01 3.541069e-01 -2.645800e-04
4.909731e-01 6.523389e-02 8.322006e-01 8.063205e-01 8.813535e-01 1.516128e-01 -5.984776e-05
2.369584e-01 4.532128e-02 5.734874e-01 1.090563e+00 7.275382e-01 9.813149e-01 -2.083701e-04
2.787974e-01 6.470785e-02 6.031539e-01 1.010140e+00 7.877251e-01 7.306342e-01 -3.002142e-06
4.499047e-01 4.458012e-02 7.899853e-01 8.929882e-01 8.463611e-01 4.041799e-01 -1.503709e-04
3.679361e-01 5.869482e-02 5.365151e-01 1.196663e+00 9.140378e-01 1.087453e-01 -9.670981e-05
1.107723e-01 3.825489e-02 8.700025e-01 9.002164e-01 6.710257e-01 7.766371e-01 -2.441540e-04
1.373779e-01 6.947834e-02 5.046704e-01 8.711331e-01 9.963592e-01 8.958635e-01 -3.145920e-05
3.913435e-01 4.997560e-02 8.897379e-01 1.025734e+00 6.377217e-01 2.368225e-01 -1.781549e-04
4.234341e-01 5.330906e-02 6.369578e-01 9.346079e-01 7.210230e-01 2.836396e-01 -8.767595e-05
2.552809e-01 3.349413e-02 7.690719e-01 1.168508e+00 8.640337e-01 6.034779e-01 -2.344474e-04
2.104024e-01 5.663330e-02 8.019054e-01 1.131743e+00 8.019561e-01 8.453820e-01 -1.445033e-04
4.675177e-01 3.640787e-02 5.916731e-01 9.651278e-01 7.575154e-01 3.975871e-02 -2.924649e-04
3.495902e-01 6.061966e-02 7.318495e-01 1.074906e+00 6.775355e-01 4.888762e-01 -5.071333e-05
1.783361e-01 4.008204e-02 6.749123e-01 8.282156e-01 9.313493e-01 6.456962e-01 -1.987457e-04
1.939609e-01 6.135151e-02 8.763002e-01 1.185816e+00 7.475627e-01 5.059187e-02 -2.761881e-04
3.277146e-01 4.184999e-02 5.176183e-01 9.172991e-01 8.937470e-01 8.367695e-01 -1.235636e-04
4.581422e-01 5.517735e-02 7.586861e-01 1.020778e+00 9.729475e-01 6.662003e-01 -2.199071e-04
2.135272e-01 3.536363e-02 6.470492e-01 8.760871e-01 6.173864e-01 4.667255e-01 -6.735377e-05
2.709053e-01 5.476379e-02 5.797858e-01 8.237959e-01 6.540752e-01 2.242946e-01 -1.619811e-04
4.015589e-01 3.453959e-02 8.133030e-01 1.079327e+00 9.110627e-01 9.105212e-01 -1.043482e-05
3.819683e-01 6.874527e-02 6.598267e-01 9.821954e-01 8.285444e-01 5.851519e-01 -2.556889e-04
1.405023e-01 4.820887e-02 7.466406e-01 1.114677e+00 7.871801e-01 3.002285e-01 -1.042180e-04
1.138975e-01 5.952452e-02 6.811131e-01 1.057432e+00 8.610607e-01 4.127166e-01 -1.716013e-04
3.585616e-01 3.992531e-02 7.132448e-01 8.394524e-01 7.040718e-01 7.199674e-01 -1.955586e-05
4.280303e-01 6.334974e-02 5.604708e-01 1.149035e+00 6.371774e-01 7.987135e-01 -2.278180e-04
2.944226e-01 4.343834e-02 8.455086e-01 9.541000e-01 9.785403e-01 8.840614e-02 -7.584823e-05
2.400839e-01 6.659079e-02 7.752720e-01 9.454536e-01 9.437451e-01 3.395229e-01 -2.859088e-04
4.815983e-01 4.646427e-02 6.183539e-01 1.151424e+00 6.975593e-01 5.456158e-01 -1.326024e-04
3.010977e-01 5.057288e-02 8.585363e-01 8.604935e-01 7.673837e-01 9.648022e-01 -1.921188e-04
1.705910e-01 3.013416e-02 5.482728e-01 1.042633e+00 8.229434e-01 1.697719e-01 -3.888319e-05
1.627104e-01 6.602403e-02 6.285552e-01 1.122700e+00 6.671257e-01 8.060060e-02 -2.220180e-04
3.089615e-01 4.593541e-02 7.653683e-01 9.804288e-01 9.241871e-01 8.064735e-01 -7.460749e-05
4.768981e-01 5.234925e-02 5.111108e-01 1.083053e+00 8.408872e-01 6.966923e-01 -2.783104e-04
2.447796e-01 3.194844e-02 8.946287e-01 8.138256e-01 7.994498e-01 4.359464e-01 -1.308244e-04
2.896598e-01 5.755335e-02 7.273645e-01 8.864353e-01 7.345635e-01 1.930773e-01 -2.588560e-04
4.328099e-01 3.799209e-02 6.657284e-01 1.016698e+00 8.805774e-01 9.415423e-01 -1.104361e-04
3.507162e-01 6.403544e-02 8.075775e-01 9.202259e-01 9.605588e-01 5.534514e-01 -1.651369e-04
1.217475e-01 4.416198e-02 5.988948e-01 1.176658e+00 6.051688e-01 3.317327e-01 -1.664606e-05
1.451420e-01 5.294884e-02 8.273129e-01 1.044791e+00 9.305755e-01 4.435707e-01 -2.305138e-04
3.773088e-01 3.276258e-02 5.670500e-01 8.520803e-01 6.845601e-01 6.893098e-01 -8.251953e-05
4.092804e-01 6.927468e-02 7.064512e-01 1.161003e+00 7.551661e-01 8.290843e-01 -1.743037e-04
2.631762e-01 4.877622e-02 6.995324e-01 9.421176e-01 8.105547e-01 5.823153e-02 -2.623868e-05
2.213357e-01 6.062854e-02 5.292966e-01 9.585703e-01 8.741851e-01 3.079438e-01 -1.935201e-04
4.503535e-01 4.116492e-02 8.643335e-01 1.138296e+00 7.171224e-01 5.774820e-01 -4.686498e-05
3.323436e-01 5.711002e-02 6.123408e-01 8.482206e-01 6.494471e-01 9.337063e-01 -2.873033e-04
1.893395e-01 3.733420e-02 7.944732e-01 1.054896e+00 9.908830e-01 2.011550e-01 -1.405725e-04
1.862151e-01 5.606469e-02 5.551932e-01 9.121148e-01 7.754558e-01 6.265865e-01 -6.299785e-05
3.417188e-01 3.587964e-02 8.386799e-01 1.191008e+00 8.340180e-01 2.604860e-01 -2.145848e-04
4.722287e-01 6.239541e-02 6.844285e-01 8.943404e-01 9.009138e-01 2.444632e-01 -1.192901e-04
2.057112e-01 4.189817e-02 7.212606e-01 1.002533e+00 6.579748e-01 8.881775e-01 -2.708017e-04
2.600513e-01 6.750659e-02 8.509264e-01 1.097011e+00 6.197368e-01 6.380252e-01 -9.882865e-05
4.186560e-01 4.804419e-02 5.422139e-01 8.061042e-01 9.643464e-01 4.965924e-01 -2.514205e-04
3.991844e-01 5.399295e-02 7.840691e-01 1.108924e+00 8.945235e-01 1.661997e-02 -5.109605e-06
1.295171e-01 3.421836e-02 6.224505e-01 9.879411e-01 7.405370e-01 8.685660e-01 -1.576303e-04
1.061220e-01 6.289232e-02 7.506733e-01 8.342606e-01 8.143444e-01 9.890759e-01 -8.907617e-05
3.725910e-01 4.280491e-02 6.437369e-01 1.062616e+00 7.697334e-01 1.438064e-01 -2.424141e-04
4.421847e-01 5.922243e-02 8.831320e-01 9.723457e-01 6.905343e-01 3.773358e-01 -3.286621e-05
2.865342e-01 3.882283e-02 5.228989e-01 1.130782e+00 9.445193e-01 5.099783e-01 -1.861333e-04
2.291544e-01 5.067897e-02 6.557332e-01 1.169116e+00 9.840161e-01 7.533780e-01 -5.341919e-05
4.987725e-01 3.111892e-02 7.378465e-01 9.277694e-01 6.254524e-01 1.320497e-01 -2.054228e-04
3.183359e-01 6.716594e-02 5.858477e-01 1.036888e+00 7.079720e-01 3.963885e-01 -1.472025e-04
1.595852e-01 4.729369e-02 8.209160e-01 8.662469e-01 8.509097e-01 7.384707e-01 -2.991305e-04
1.604149e-01 6.709298e-02 7.643990e-01 1.178101e+00 9.580808e-01 1.416496e-01 -1.065065e-04
3.175055e-01 4.719998e-02 6.291304e-01 9.187648e-01 6.010062e-01 9.912930e-01 -2.534015e-04
4.996022e-01 5.076288e-02 8.944167e-01 1.016189e+00 7.343071e-01 5.121723e-01 -1.279893e-05
2.283240e-01 3.118207e-02 5.124920e-01 8.869274e-01 8.757557e-01 3.752021e-01 -1.596182e-04
2.873654e-01 5.933566e-02 6.671036e-01 8.127598e-01 8.402402e-01 1.303091e-01 -6.968002e-05
4.413558e-01 3.887626e-02 7.271586e-01 1.084112e+00 7.942374e-01 7.550583e-01 -2.175797e-04
3.734222e-01 6.284869e-02 5.994638e-01 9.805347e-01 6.642571e-01 7.401137e-01 -1.259609e-04
1.052930e-01 4.270148e-02 8.066144e-01 1.122586e+00 9.196338e-01 3.946853e-01 -2.737897e-04
1.287851e-01 5.394013e-02 5.656965e-01 1.055966e+00 6.442347e-01 2.588132e-01 -4.117290e-05
3.999172e-01 3.410573e-02 8.274910e-01 8.471666e-01 9.902361e-01 6.283195e-01 -1.898280e-04
4.179239e-01 6.760941e-02 6.989360e-01 1.138195e+00 8.696319e-01 8.898883e-01 -1.349630e-04
2.607842e-01 4.808721e-02 7.074355e-01 9.586889e-01 7.142537e-01 2.428127e-01 -2.835470e-04
