#Omega_m                 Omega_b                  h                        n_s                      sigma_8
4.895000000000000462e-01 6.001000000000000778e-02 7.137000000000000011e-01 1.018699999999999939e+00 8.323000000000000398e-01
1.077000000000000041e-01 4.397000000000000214e-02 5.750999999999999446e-01 8.379000000000000892e-01 9.501000000000000556e-01
4.311000000000000387e-01 3.418999999999999817e-02 6.671000000000000263e-01 8.927000000000000490e-01 9.214999999999999858e-01
1.257000000000000062e-01 6.453000000000000402e-02 5.406999999999999584e-01 8.403000000000000469e-01 9.133000000000000007e-01
3.541000000000000814e-01 5.539000000000000867e-02 6.574999999999999734e-01 9.895000000000000462e-01 8.405000000000000249e-01
1.185000000000000081e-01 3.595000000000000279e-02 5.855000000000000204e-01 8.661000000000000920e-01 7.480999999999999872e-01
1.741000000000000048e-01 6.425000000000000155e-02 5.501000000000000334e-01 1.112500000000000044e+00 8.190999999999999392e-01
2.275000000000000078e-01 4.845000000000000695e-02 6.940999999999999392e-01 9.244999999999999885e-01 9.857000000000000206e-01
1.947000000000000119e-01 5.891000000000000403e-02 7.245000000000000329e-01 9.495000000000000107e-01 7.587000000000000410e-01
1.349000000000000199e-01 6.459000000000000852e-02 8.552999999999999492e-01 1.097900000000000098e+00 7.527000000000000357e-01
2.055000000000000160e-01 6.699000000000000787e-02 8.533000000000000584e-01 1.046300000000000008e+00 6.200999999999999845e-01
4.546999999999999931e-01 3.036999999999999769e-02 6.167000000000000259e-01 8.967000000000000526e-01 9.528999999999999693e-01
2.777000000000000579e-01 5.988999999999999879e-02 6.441000000000000059e-01 8.041000000000000369e-01 7.512999999999999678e-01
1.060999999999999999e-01 4.835000000000000409e-02 7.899000000000000465e-01 8.563000000000000611e-01 6.090999999999999748e-01
3.939000000000000279e-01 6.718999999999999972e-02 7.168999999999999817e-01 1.109900000000000109e+00 6.980999999999999428e-01
3.497000000000000108e-01 3.960999999999999938e-02 7.035000000000000142e-01 1.078100000000000058e+00 9.400999999999999357e-01
4.723000000000000531e-01 6.205000000000000793e-02 5.885000000000000231e-01 1.160900000000000043e+00 8.465000000000000302e-01
1.369000000000000217e-01 4.825000000000000122e-02 5.950999999999999623e-01 1.096899999999999986e+00 6.047000000000000153e-01
1.559000000000000108e-01 3.466999999999999943e-02 6.673000000000000043e-01 1.087899999999999867e+00 9.344999999999999973e-01
4.932999999999999607e-01 5.641000000000000181e-02 8.869000000000000217e-01 8.044999999999999929e-01 9.840999999999999748e-01
3.286999999999999922e-01 4.453000000000000014e-02 5.100999999999999979e-01 1.056499999999999995e+00 6.664999999999999813e-01
4.009000000000000341e-01 6.589000000000000412e-02 6.382999999999999785e-01 1.061500000000000110e+00 7.275000000000000355e-01
3.437000000000000055e-01 5.233000000000000151e-02 8.467000000000000082e-01 1.132099999999999884e+00 6.194999999999999396e-01
3.689000000000000057e-01 3.536999999999999866e-02 5.112999999999999767e-01 1.184299999999999908e+00 6.419000000000000261e-01
3.149000000000000132e-01 5.077000000000000263e-02 7.160999999999999588e-01 9.655000000000000249e-01 8.847000000000000419e-01
3.849000000000000199e-01 6.740999999999999770e-02 5.139000000000000234e-01 1.082699999999999996e+00 6.159000000000000030e-01
4.767000000000000126e-01 6.465000000000001301e-02 8.770999999999999908e-01 1.053300000000000125e+00 7.904999999999999805e-01
1.607000000000000095e-01 5.163000000000000922e-02 8.683000000000000718e-01 1.178099999999999925e+00 8.487000000000000099e-01
1.227000000000000035e-01 4.177000000000000157e-02 7.073000000000000398e-01 8.269000000000000794e-01 8.574999999999999289e-01
3.947000000000000508e-01 6.481000000000000649e-02 5.181000000000000050e-01 8.902999999999999803e-01 9.902999999999999581e-01
1.899000000000000132e-01 5.961000000000001020e-02 5.746999999999999886e-01 1.148900000000000032e+00 8.146999999999999797e-01
2.003000000000000336e-01 5.155000000000000554e-02 5.665000000000000036e-01 1.169699999999999962e+00 7.020999999999999464e-01
2.059000000000000274e-01 5.158999999999999697e-02 8.607000000000000206e-01 1.181099999999999817e+00 7.178999999999999826e-01
3.004999999999999893e-01 5.909000000000000363e-02 7.849000000000000421e-01 1.010099999999999998e+00 7.741000000000000103e-01
1.401000000000000023e-01 4.107000000000000234e-02 5.519000000000000572e-01 8.007000000000000783e-01 8.760999999999999899e-01
4.586999999999999966e-01 4.572999999999999982e-02 6.212999999999999634e-01 9.558999999999999719e-01 7.894999999999999796e-01
1.592999999999999972e-01 4.231000000000000039e-02 7.013000000000000345e-01 9.183000000000000052e-01 8.592999999999999527e-01
1.391000000000000014e-01 6.175000000000000627e-02 7.475000000000000533e-01 1.154500000000000082e+00 8.485000000000000320e-01
1.431000000000000050e-01 5.663000000000000672e-02 6.948999999999999622e-01 8.800999999999999934e-01 7.994999999999999885e-01
3.865000000000000657e-01 3.865000000000000380e-02 7.539000000000000146e-01 9.261000000000000343e-01 6.834999999999999964e-01
1.658999999999999919e-01 3.613000000000000239e-02 8.850999999999999979e-01 1.163899999999999935e+00 9.608999999999999764e-01
1.775000000000000189e-01 4.096999999999999947e-02 7.163000000000000478e-01 1.092700000000000005e+00 8.312999999999999279e-01
3.346999999999999975e-01 4.357000000000000456e-02 5.826999999999999957e-01 8.047000000000000819e-01 7.450999999999999845e-01
3.822999999999999732e-01 5.435000000000000248e-02 7.986999999999999655e-01 8.399000000000000909e-01 8.365000000000000213e-01
4.373000000000000220e-01 4.069000000000000394e-02 7.113000000000000433e-01 9.551000000000000600e-01 6.174999999999999378e-01
1.302999999999999992e-01 6.635000000000000620e-02 7.420999999999999819e-01 9.177000000000000712e-01 9.848999999999999977e-01
2.649000000000000243e-01 5.837000000000000521e-02 6.090999999999999748e-01 1.030100000000000016e+00 6.748999999999999444e-01
3.618999999999999995e-01 3.312999999999999973e-02 8.701000000000000956e-01 1.179100000000000037e+00 6.968999999999999639e-01
3.884999999999999565e-01 5.745000000000000107e-02 6.649000000000000465e-01 1.070899999999999963e+00 9.281000000000000361e-01
4.466999999999999860e-01 3.833000000000000296e-02 6.043000000000000593e-01 9.690999999999999615e-01 8.028999999999999471e-01
4.286999999999999700e-01 4.495000000000000384e-02 8.248999999999999666e-01 8.703000000000000735e-01 7.712999999999999856e-01
3.034999999999999920e-01 4.470999999999999974e-02 6.694999999999999840e-01 1.124500000000000055e+00 6.466999999999999416e-01
1.711000000000000021e-01 6.031000000000000250e-02 5.191000000000000059e-01 8.487000000000000099e-01 7.681000000000000050e-01
3.278999999999999693e-01 3.570999999999999869e-02 5.653000000000000247e-01 8.739000000000000101e-01 6.928999999999999604e-01
1.247000000000000053e-01 5.580999999999999850e-02 6.592999999999999972e-01 8.957000000000000517e-01 6.953000000000000291e-01
1.759000000000000008e-01 5.447000000000000453e-02 5.319000000000000394e-01 1.027300000000000102e+00 6.566999999999999504e-01
2.419000000000000039e-01 6.055000000000000659e-02 5.910999999999999588e-01 9.817000000000000171e-01 8.507000000000000117e-01
1.757000000000000228e-01 4.003000000000000308e-02 6.676999999999999602e-01 1.060499999999999998e+00 7.679000000000000270e-01
4.408999999999999586e-01 4.795000000000000651e-02 6.018999999999999906e-01 9.423000000000000265e-01 9.905000000000000471e-01
1.557000000000000051e-01 4.355000000000000537e-02 6.544999999999999707e-01 9.576999999999999957e-01 9.129000000000000448e-01
1.501000000000000112e-01 3.070999999999999772e-02 5.523000000000000131e-01 8.689000000000000057e-01 6.204999999999999405e-01
1.513000000000000178e-01 3.232999999999999763e-02 8.341000000000000636e-01 1.128300000000000081e+00 6.077000000000000179e-01
1.335000000000000075e-01 4.363000000000000211e-02 6.402999999999999803e-01 8.167000000000000925e-01 8.505000000000000338e-01
4.366999999999999771e-01 5.827000000000000235e-02 6.624999999999999778e-01 8.261000000000000565e-01 7.559000000000000163e-01
2.221000000000000196e-01 4.173000000000000320e-02 8.177000000000000934e-01 9.735000000000000320e-01 6.518999999999999240e-01
2.427000000000000268e-01 3.717000000000000165e-02 6.823000000000000176e-01 9.893000000000000682e-01 7.691000000000000059e-01
2.263000000000000012e-01 3.200999999999999679e-02 7.877000000000000668e-01 9.828999999999999959e-01 6.522999999999999909e-01
3.438999999999999835e-01 4.717000000000000359e-02 8.617000000000000215e-01 1.171699999999999964e+00 8.358999999999999764e-01
1.857000000000000040e-01 4.778999999999999915e-02 8.073000000000000176e-01 1.198099999999999943e+00 9.640999999999999570e-01
2.592999999999999750e-01 4.091000000000000192e-02 6.227000000000000313e-01 1.033700000000000063e+00 8.663000000000000700e-01
1.737000000000000210e-01 3.096999999999999753e-02 5.947000000000000064e-01 8.356999999999999984e-01 6.302999999999999714e-01
2.210999999999999910e-01 5.751000000000000556e-02 6.858999999999999542e-01 9.995000000000000551e-01 7.829000000000000403e-01
1.039000000000000062e-01 3.058999999999999914e-02 5.436999999999999611e-01 9.321000000000000396e-01 6.946999999999999842e-01
4.251000000000000334e-01 3.248999999999999805e-02 5.129000000000000226e-01 1.132900000000000018e+00 6.783000000000000140e-01
3.850999999999999979e-01 3.196999999999999842e-02 8.015000000000001013e-01 8.617000000000000215e-01 6.120999999999999774e-01
1.893000000000000238e-01 5.987000000000000655e-02 8.919000000000000261e-01 1.143299999999999983e+00 7.983000000000000096e-01
1.811000000000000110e-01 4.771000000000000241e-02 7.257000000000000117e-01 1.007300000000000084e+00 6.444999999999999618e-01
4.763000000000000567e-01 5.153000000000000635e-02 7.582999999999999741e-01 1.007900000000000018e+00 8.006999999999999673e-01
1.169000000000000039e-01 3.984999999999999654e-02 8.859000000000000208e-01 1.042699999999999960e+00 6.102999999999999536e-01
3.025000000000000466e-01 5.599000000000000504e-02 7.016999999999999904e-01 1.041099999999999914e+00 8.905000000000000693e-01
2.489000000000000101e-01 3.060999999999999832e-02 6.287000000000000366e-01 1.139100000000000001e+00 9.161000000000000254e-01
3.575000000000000400e-01 3.839000000000000051e-02 6.050999999999999712e-01 9.730999999999999650e-01 8.443000000000000504e-01
3.431000000000000161e-01 6.291000000000000758e-02 6.918999999999999595e-01 1.076500000000000012e+00 6.818999999999999506e-01
4.539000000000000812e-01 4.291000000000000369e-02 6.407000000000000473e-01 1.156700000000000061e+00 8.710999999999999854e-01
4.191000000000000281e-01 4.971000000000000418e-02 6.946999999999999842e-01 9.795000000000000373e-01 6.758999999999999453e-01
4.608999999999999764e-01 3.006999999999999951e-02 7.173000000000000487e-01 8.852999999999999758e-01 6.038999999999999924e-01
1.909000000000000141e-01 6.163000000000000422e-02 5.930999999999999606e-01 8.587000000000000188e-01 9.278999999999999471e-01
2.557000000000000384e-01 3.262999999999999928e-02 7.362999999999999545e-01 1.028100000000000014e+00 9.353000000000000203e-01
2.395000000000000184e-01 3.481000000000000066e-02 5.474999999999999867e-01 1.191500000000000004e+00 7.268999999999999906e-01
2.019000000000000239e-01 4.879000000000000004e-02 7.602999999999999758e-01 1.159100000000000019e+00 7.893000000000000016e-01
4.628999999999999782e-01 6.395000000000000684e-02 8.750999999999999890e-01 8.527000000000000135e-01 9.376999999999999780e-01
4.075000000000000844e-01 5.271000000000000685e-02 8.093000000000000194e-01 8.797000000000000375e-01 8.596999999999999087e-01
3.017000000000000792e-01 3.858999999999999930e-02 6.300999999999999934e-01 8.745000000000000551e-01 9.728999999999999870e-01
3.173000000000000265e-01 4.645000000000000517e-02 5.536999999999999700e-01 8.889000000000000234e-01 9.919000000000000039e-01
2.983000000000000096e-01 5.458999999999999964e-02 8.477000000000001201e-01 1.023300000000000098e+00 9.533000000000000362e-01
2.842999999999999972e-01 6.804999999999999938e-02 7.969000000000000528e-01 9.588999999999999746e-01 9.193000000000000060e-01
3.371000000000000107e-01 3.699000000000000205e-02 6.993000000000000327e-01 1.134500000000000064e+00 7.157000000000000028e-01
4.473000000000000309e-01 5.011000000000000176e-02 5.671000000000000485e-01 1.071299999999999919e+00 9.124999999999999778e-01
2.867000000000000104e-01 3.413000000000000062e-02 6.432999999999999829e-01 9.827000000000000179e-01 6.140999999999999792e-01
3.588999999999999968e-01 6.187000000000000832e-02 5.019000000000000128e-01 1.013700000000000045e+00 8.952999999999999847e-01
2.323000000000000065e-01 4.007000000000000145e-02 7.205000000000000293e-01 9.560999999999999499e-01 6.424999999999999600e-01
4.246999999999999664e-01 4.393000000000000377e-02 7.744999999999999662e-01 8.929000000000000270e-01 9.273000000000000131e-01
1.681000000000000272e-01 3.663000000000000284e-02 8.075000000000001066e-01 8.275000000000000133e-01 8.580999999999999739e-01
2.761000000000000121e-01 3.320999999999999647e-02 6.547000000000000597e-01 8.341000000000000636e-01 7.227000000000000091e-01
1.091000000000000025e-01 3.024999999999999911e-02 5.843000000000000416e-01 1.055499999999999883e+00 9.149000000000000465e-01
1.537000000000000033e-01 3.155000000000000165e-02 6.239000000000000101e-01 9.137000000000000677e-01 8.084999999999999964e-01
4.326999999999999735e-01 3.123000000000000081e-02 8.605000000000000426e-01 8.645000000000000462e-01 9.448999999999999622e-01
1.343000000000000027e-01 4.871000000000000330e-02 8.251000000000000556e-01 8.385000000000000231e-01 9.413000000000000256e-01
1.007000000000000117e-01 6.363000000000000600e-02 6.225000000000000533e-01 9.084999999999999742e-01 9.039000000000000368e-01
1.713000000000000078e-01 6.335000000000000353e-02 5.611000000000000432e-01 1.059499999999999886e+00 9.147000000000000686e-01
1.355000000000000093e-01 3.189000000000000168e-02 7.724999999999999645e-01 1.098100000000000076e+00 8.570999999999999730e-01
2.093000000000000138e-01 3.529000000000000192e-02 7.813000000000001055e-01 1.145499999999999963e+00 6.582999999999999963e-01
4.099000000000000421e-01 4.527000000000000468e-02 8.379000000000000892e-01 9.837000000000000188e-01 9.718999999999999861e-01
3.129000000000000115e-01 3.239000000000000212e-02 8.253000000000000336e-01 1.193099999999999827e+00 7.889000000000000457e-01
4.137000000000000677e-01 4.519000000000000100e-02 7.828999999999999293e-01 8.548999999999999932e-01 6.581000000000000183e-01
3.703000000000000735e-01 4.850999999999999757e-02 7.384999999999999343e-01 9.838999999999999968e-01 6.873000000000000220e-01
1.319000000000000172e-01 5.999000000000000166e-02 6.703000000000000069e-01 1.066100000000000048e+00 6.916999999999999815e-01
4.949000000000000066e-01 3.212999999999999884e-02 6.746999999999999664e-01 1.028699999999999948e+00 6.846999999999999753e-01
1.405000000000000138e-01 6.303000000000000269e-02 7.673000000000000931e-01 1.057500000000000107e+00 7.337000000000000188e-01
2.585000000000000075e-01 6.241000000000000714e-02 6.663000000000000034e-01 9.618999999999999773e-01 8.698999999999998956e-01
2.277000000000000135e-01 3.452999999999999819e-02 8.730999999999999872e-01 8.855000000000000648e-01 7.934999999999999831e-01
1.489000000000000046e-01 5.133000000000000063e-02 5.296999999999999487e-01 9.373000000000000220e-01 7.809000000000000385e-01
3.061000000000000387e-01 3.917000000000000343e-02 7.203000000000000513e-01 1.125299999999999967e+00 6.227000000000000313e-01
2.669000000000000261e-01 6.195000000000000506e-02 6.791000000000000369e-01 9.543000000000000371e-01 8.215000000000000080e-01
2.325000000000000400e-01 5.363000000000000406e-02 6.549000000000000377e-01 8.547000000000000153e-01 6.644999999999999796e-01
1.973000000000000032e-01 6.803000000000000713e-02 8.725000000000000533e-01 1.188299999999999912e+00 9.274999999999999911e-01
3.570999999999999730e-01 4.016999999999999738e-02 8.283000000000000362e-01 1.083899999999999864e+00 7.537000000000000366e-01
3.036999999999999700e-01 3.731000000000000288e-02 5.493000000000000105e-01 1.167100000000000026e+00 6.392999999999999794e-01
3.513000000000000567e-01 6.745000000000000995e-02 6.112999999999999545e-01 1.077700000000000102e+00 7.722999999999999865e-01
1.025000000000000078e-01 5.805000000000000437e-02 6.230999999999999872e-01 8.832999999999999741e-01 9.253000000000000114e-01
4.641000000000000680e-01 3.897000000000000464e-02 8.217000000000000970e-01 9.531000000000000583e-01 7.420999999999999819e-01
3.478999999999999870e-01 3.735000000000000125e-02 5.302999999999999936e-01 9.416999999999999815e-01 7.914999999999999813e-01
4.635000000000000231e-01 5.213000000000000272e-02 5.077000000000000401e-01 1.115699999999999914e+00 9.122999999999999998e-01
2.639000000000000234e-01 5.353000000000000119e-02 5.735000000000000098e-01 1.080899999999999972e+00 6.541000000000000147e-01
4.065000000000000835e-01 5.647000000000000630e-02 5.151000000000000023e-01 1.086699999999999999e+00 8.175000000000000044e-01
3.056999999999999718e-01 6.568999999999999839e-02 6.726999999999999647e-01 8.296999999999999931e-01 8.856999999999999318e-01
4.015000000000000790e-01 3.688999999999999918e-02 6.951000000000000512e-01 1.040699999999999958e+00 7.455000000000000515e-01
1.957000000000000128e-01 6.715000000000000135e-02 8.679000000000001158e-01 1.107899999999999885e+00 6.022999999999999465e-01
1.693000000000000060e-01 3.885000000000000259e-02 5.978999999999999870e-01 1.175899999999999945e+00 9.596999999999999975e-01
3.520999999999999686e-01 6.601000000000001311e-02 8.333000000000000407e-01 9.787000000000000144e-01 9.990999999999999881e-01
2.317000000000000171e-01 6.997000000000000441e-02 7.058999999999999719e-01 8.981000000000000094e-01 7.589000000000000190e-01
2.731000000000000094e-01 6.831000000000000960e-02 8.757000000000000339e-01 8.729000000000000092e-01 9.915000000000000480e-01
1.323000000000000009e-01 4.062999999999999945e-02 6.905000000000000027e-01 9.029000000000000359e-01 9.251000000000000334e-01
1.515000000000000235e-01 4.523000000000000631e-02 8.723000000000000753e-01 1.148299999999999876e+00 7.544999999999999485e-01
4.071000000000000174e-01 6.432999999999999829e-02 8.669000000000000039e-01 9.436999999999999833e-01 9.209000000000000519e-01
4.566999999999999948e-01 6.225000000000000672e-02 7.789000000000000368e-01 8.515000000000000346e-01 9.269000000000000572e-01
3.783000000000000806e-01 3.683000000000000163e-02 7.479000000000000092e-01 8.807000000000000384e-01 9.483000000000000318e-01
4.667000000000000037e-01 6.013000000000000289e-02 7.215000000000000302e-01 9.403000000000000247e-01 8.942999999999999838e-01
4.386999999999999789e-01 6.440999999999999504e-02 6.317000000000000393e-01 8.014999999999999902e-01 7.245000000000000329e-01
3.840999999999999970e-01 6.143000000000000543e-02 7.607000000000000428e-01 8.679000000000000048e-01 9.935000000000000497e-01
4.536999999999999922e-01 3.824999999999999928e-02 6.399000000000000243e-01 9.254999999999999893e-01 9.929000000000000048e-01
3.617000000000000215e-01 3.102999999999999856e-02 8.772999999999999687e-01 1.186099999999999932e+00 9.972999999999999643e-01
3.179000000000000714e-01 5.249000000000000887e-02 7.243000000000000549e-01 1.104899999999999993e+00 6.472999999999999865e-01
4.505000000000000115e-01 4.932999999999999885e-02 7.809000000000000385e-01 8.029000000000000581e-01 9.875000000000000444e-01
2.116999999999999993e-01 6.091000000000000580e-02 6.494999999999999662e-01 9.151000000000000245e-01 9.939000000000000057e-01
2.241000000000000214e-01 4.492999999999999772e-02 7.661000000000000032e-01 1.118300000000000072e+00 7.883000000000000007e-01
1.717000000000000193e-01 4.261000000000000204e-02 5.790999999999999481e-01 1.144700000000000051e+00 8.860999999999998877e-01
1.859000000000000097e-01 3.298999999999999849e-02 5.177000000000000490e-01 9.720999999999999641e-01 9.668999999999999817e-01
1.793000000000000149e-01 6.643000000000000294e-02 7.923000000000000043e-01 8.461000000000000743e-01 8.255000000000000115e-01
1.863000000000000211e-01 5.671000000000001040e-02 5.948999999999999844e-01 8.670999999999999819e-01 9.259000000000000563e-01
3.475000000000000311e-01 6.427000000000000768e-02 7.637000000000000455e-01 1.124700000000000033e+00 9.267000000000000792e-01
2.721000000000000085e-01 5.659000000000000141e-02 7.875000000000000888e-01 9.520999999999999464e-01 7.325000000000000400e-01
3.312999999999999834e-01 3.520999999999999824e-02 6.567000000000000615e-01 9.885000000000000453e-01 8.377000000000000002e-01
1.389000000000000234e-01 5.875000000000000361e-02 8.785000000000000586e-01 1.015900000000000025e+00 6.591000000000000192e-01
1.905000000000000027e-01 3.929000000000000548e-02 8.787000000000000366e-01 8.465000000000000302e-01 8.388999999999999790e-01
4.493000000000000327e-01 5.807000000000001050e-02 6.088999999999999968e-01 1.153299999999999992e+00 7.195000000000000284e-01
3.567000000000000171e-01 3.209000000000000047e-02 6.928999999999999604e-01 1.112700000000000022e+00 7.213000000000000522e-01
3.715000000000000524e-01 4.865000000000000574e-02 8.305000000000000160e-01 8.677000000000000268e-01 6.202999999999999625e-01
4.698999999999999844e-01 3.860999999999999849e-02 6.229000000000000092e-01 1.159699999999999953e+00 7.127000000000000002e-01
2.028999999999999970e-01 6.025000000000001188e-02 7.395000000000000462e-01 9.657000000000000028e-01 6.422999999999999821e-01
2.974999999999999867e-01 5.053000000000000547e-02 7.076999999999999957e-01 1.067699999999999871e+00 9.463000000000000300e-01
3.697000000000000286e-01 4.655000000000000804e-02 7.297000000000000153e-01 8.069000000000000616e-01 6.711000000000000298e-01
4.042999999999999927e-01 4.214999999999999997e-02 5.941000000000000725e-01 1.016299999999999981e+00 9.476999999999999869e-01
1.637000000000000122e-01 5.769000000000000516e-02 6.753000000000000114e-01 9.473000000000000309e-01 9.356999999999999762e-01
3.427000000000000046e-01 3.048999999999999974e-02 6.507000000000000561e-01 1.117699999999999916e+00 7.000999999999999446e-01
4.475000000000000089e-01 5.991000000000000492e-02 6.991000000000000547e-01 1.089099999999999957e+00 9.697000000000000064e-01
2.583000000000000296e-01 6.382999999999999785e-02 6.754999999999999893e-01 9.366999999999999771e-01 6.180999999999999828e-01
3.187000000000000388e-01 3.407000000000000306e-02 7.687000000000000499e-01 1.143899999999999917e+00 9.917000000000000259e-01
2.603000000000000314e-01 4.773000000000000853e-02 7.599000000000000199e-01 8.233000000000000318e-01 6.352999999999999758e-01
4.299000000000000599e-01 6.677000000000000990e-02 5.169000000000000261e-01 9.431000000000000494e-01 9.909000000000000030e-01
3.469000000000000417e-01 6.817000000000000837e-02 7.600999999999999979e-01 1.154100000000000126e+00 7.133000000000000451e-01
3.143000000000000238e-01 3.996999999999999859e-02 7.841000000000000192e-01 1.029700000000000060e+00 9.311000000000000387e-01
3.981000000000000094e-01 3.925000000000000017e-02 8.094999999999999973e-01 9.119000000000000439e-01 9.323000000000000176e-01
3.797000000000000375e-01 3.363000000000000017e-02 5.227000000000000535e-01 1.082100000000000062e+00 7.569000000000000172e-01
1.599000000000000143e-01 6.033000000000000862e-02 5.743000000000000327e-01 8.907000000000000473e-01 6.800999999999999268e-01
4.650999999999999579e-01 3.214999999999999802e-02 8.423000000000000487e-01 1.050699999999999967e+00 6.706999999999999629e-01
3.305000000000000160e-01 3.935000000000000303e-02 7.955000000000000959e-01 1.129099999999999993e+00 9.471000000000000529e-01
3.246999999999999886e-01 3.640999999999999792e-02 5.998999999999999888e-01 1.172900000000000054e+00 6.078999999999999959e-01
4.147000000000000686e-01 5.561000000000000665e-02 6.856999999999999762e-01 1.172499999999999876e+00 9.545000000000000151e-01
1.731000000000000039e-01 5.201000000000000068e-02 7.327000000000000179e-01 1.195500000000000007e+00 8.792999999999999705e-01
3.190999999999999948e-01 5.401000000000000245e-02 6.100999999999999757e-01 8.992999999999999883e-01 8.188999999999999613e-01
3.315000000000000169e-01 3.194999999999999923e-02 7.702999999999999847e-01 8.345000000000000195e-01 6.985000000000000098e-01
2.686999999999999944e-01 4.949000000000000621e-02 7.267000000000000126e-01 1.075900000000000079e+00 7.817000000000000615e-01
1.300999999999999934e-01 5.463000000000000494e-02 5.197000000000000508e-01 1.158100000000000129e+00 8.156999999999999806e-01
2.789000000000000368e-01 4.059000000000000108e-02 8.517000000000001236e-01 8.425000000000000266e-01 9.057000000000000606e-01
3.770999999999999908e-01 3.246999999999999886e-02 8.885000000000000675e-01 9.213000000000000078e-01 8.410999999999999588e-01
2.933000000000000052e-01 6.721000000000000585e-02 5.087000000000000410e-01 9.371000000000000441e-01 6.552999999999999936e-01
1.525000000000000244e-01 4.903000000000000413e-02 7.142999999999999350e-01 9.269000000000000572e-01 7.193000000000000504e-01
1.763000000000000123e-01 5.757000000000001005e-02 7.070999999999999508e-01 9.758999999999999897e-01 7.607000000000000428e-01
4.827000000000000179e-01 3.050999999999999893e-02 5.424999999999999822e-01 1.111299999999999955e+00 8.430999999999999606e-01
4.748999999999999888e-01 4.968999999999999806e-02 5.361000000000000210e-01 9.682999999999999385e-01 9.805000000000000382e-01
2.177000000000000046e-01 4.221000000000000446e-02 8.735000000000000542e-01 8.610999999999999766e-01 8.787000000000000366e-01
4.755000000000000338e-01 6.083000000000000906e-02 6.307000000000000384e-01 9.927000000000000268e-01 7.462999999999999634e-01
4.725000000000000311e-01 3.515000000000000069e-02 5.229000000000000314e-01 9.358999999999999542e-01 8.749000000000000110e-01
4.730999999999999650e-01 5.285000000000000808e-02 6.619000000000000439e-01 1.150900000000000034e+00 8.397000000000000020e-01
4.231000000000000316e-01 3.499000000000000027e-02 8.405000000000000249e-01 8.195000000000000062e-01 9.602999999999999314e-01
1.579000000000000126e-01 4.001000000000000389e-02 8.967000000000000526e-01 1.188899999999999846e+00 9.964999999999999414e-01
4.089000000000000412e-01 5.521000000000000213e-02 5.172999999999999821e-01 9.765000000000000346e-01 8.629000000000000004e-01
1.209000000000000075e-01 5.039000000000000423e-02 5.696999999999999842e-01 1.129299999999999971e+00 9.469000000000000750e-01
1.999000000000000221e-01 3.669000000000000039e-02 5.987000000000000099e-01 8.027000000000000801e-01 7.799000000000000377e-01
1.823000000000000176e-01 4.191000000000000281e-02 5.828999999999999737e-01 9.640999999999999570e-01 8.068999999999999506e-01
2.799000000000000377e-01 3.751000000000000167e-02 8.155000000000001137e-01 8.455000000000000293e-01 9.788999999999999924e-01
2.281000000000000250e-01 3.175000000000000044e-02 6.270999999999999908e-01 8.226999999999999869e-01 6.482999999999999874e-01
4.963000000000000744e-01 5.403000000000000858e-02 5.346999999999999531e-01 1.079299999999999926e+00 8.964999999999999636e-01
2.822999999999999954e-01 4.957000000000000295e-02 6.582999999999999963e-01 8.079000000000000625e-01 7.345000000000000417e-01
3.063000000000000167e-01 5.899000000000000077e-02 6.689000000000000501e-01 1.181699999999999973e+00 7.439000000000000057e-01
1.259000000000000119e-01 5.325000000000000566e-02 6.392999999999999794e-01 9.391000000000000458e-01 9.820999999999999730e-01
1.281000000000000194e-01 6.211000000000000548e-02 8.707000000000000295e-01 8.433000000000000496e-01 7.432999999999999607e-01
4.852999999999999536e-01 6.020999999999999963e-02 5.970999999999999641e-01 8.239000000000000767e-01 6.773000000000000131e-01
4.273000000000000131e-01 4.935000000000000497e-02 6.556999999999999496e-01 1.018299999999999983e+00 6.100999999999999757e-01
3.205000000000000071e-01 4.405000000000000582e-02 8.181000000000000494e-01 1.086500000000000021e+00 9.244999999999999885e-01
3.299000000000000821e-01 5.139000000000000512e-02 5.781000000000000583e-01 9.021000000000000130e-01 9.112999999999999989e-01
4.261000000000000343e-01 5.477000000000000618e-02 7.615000000000000657e-01 1.023099999999999898e+00 9.831000000000000849e-01
1.345000000000000084e-01 4.805000000000000243e-02 6.516999999999999460e-01 1.048499999999999988e+00 7.661000000000000032e-01
2.575000000000000622e-01 3.081000000000000058e-02 7.755000000000000782e-01 1.165699999999999958e+00 7.662999999999999812e-01
1.617000000000000104e-01 4.513000000000000345e-02 8.963000000000000966e-01 8.361000000000000654e-01 6.094999999999999307e-01
2.645000000000000129e-01 6.563000000000000778e-02 7.410999999999999810e-01 8.039000000000000590e-01 9.158999999999999364e-01
2.035000000000000142e-01 5.839000000000000440e-02 5.596999999999999753e-01 9.396999999999999797e-01 6.906999999999999806e-01
1.263000000000000234e-01 6.859000000000001207e-02 8.916999999999999371e-01 1.013500000000000068e+00 9.657000000000000028e-01
1.295000000000000040e-01 4.917000000000000537e-02 5.626999999999999780e-01 9.578999999999999737e-01 8.238999999999999657e-01
3.817000000000000393e-01 3.352999999999999731e-02 6.340999999999999970e-01 1.083099999999999952e+00 7.804999999999999716e-01
3.169000000000000150e-01 6.933000000000000274e-02 5.641000000000000458e-01 1.043900000000000050e+00 8.048999999999999488e-01
